CALL#,TITLE,Title,Permanent Link,Title with Hyperlink,SUBJECT,INDEX/GUIDE,,,INDEX/GUIDE,SERIES
MFF411,"All in a Bustle, or, The New House: A Comic Prelude (W. Milns)","All in a Bustle, or, The New House: A Comic Prelude (W. Milns)",http://library.tufts.edu:80/record=b1330786~S1,"All in a Bustle, or, The New House: A Comic Prelude (W. Milns)",Arts/Humanities,,,,"Performed for the first time on Monday, Jan. 29, 1798. ;""Hill, F.P. Amer. plays, 184"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF412,"Comet, The, or, He Would Be an Astronomer: A Farce in Two Acts (W. Milns)","Comet, The, or, He Would Be an Astronomer: A Farce in Two Acts (W. Milns)",http://library.tufts.edu:80/record=b1330916~S1,"Comet, The, or, He Would Be an Astronomer: A Farce in Two Acts (W. Milns)",Arts/Humanities,,,,"From the prompt-book, by permission of the managers. ;"" As performed with the greatest applause at the Philadelphia and Baltimore theatres. "";""Written by William Milns. Cf. Hill, F.P. Amer. plays, 185."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF413,"Songs in the Comet, or He Would Be a Philosopher (W. Milns)","Songs in the Comet, or He Would Be a Philosopher (W. Milns)",http://library.tufts.edu:80/record=b1330915~S1,"Songs in the Comet, or He Would Be a Philosopher (W. Milns)",Arts/Humanities,,,,"Without the music.;""Hill, F.P. Amer. plays, 185"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF414,"He Stoops to Conquer, or, The Virgin Wife Triumphant: A Comedy in Three Acts (J. Minshull)","He Stoops to Conquer, or, The Virgin Wife Triumphant: A Comedy in Three Acts (J. Minshull)",http://library.tufts.edu:80/record=b1330787~S1,"He Stoops to Conquer, or, The Virgin Wife Triumphant: A Comedy in Three Acts (J. Minshull)",Arts/Humanities,,,,"Includes untitled songs without music.;"" Lord Lyttelton's sixth Persian letter : p. [31]-33."";""Imperfect: p. [31]-33 wanting."";""Hill, F.P. Amer. plays, 186"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of E","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF415,"Merry Dames, The, or The Humourist's Triumph Over the Poet in Petticoats and the Gallant Exploits of the Knight of the Comb (J. Minshull)","Merry Dames, The, or The Humourist's Triumph Over the Poet in Petticoats and the Gallant Exploits of the Knight of the Comb (J. Minshull)",http://library.tufts.edu:80/record=b1330731~S1,"Merry Dames, The, or The Humourist's Triumph Over the Poet in Petticoats and the Gallant Exploits of the Knight of the Comb (J. Minshull)",Arts/Humanities,,,,"As performed at the New York Theatre. ;""Hill, F.P. Amer. plays, 187"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF416,Rural Felicity (J. Minshull),Rural Felicity (J. Minshull),http://library.tufts.edu:80/record=b1331601~S1,Rural Felicity (J. Minshull),Arts/Humanities,,,,"Libretto only.;""Includes untitled songs to be sung."";""Does not include The humour of Patrick or Marriage of Shelty."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 171","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF417,"Sprightly Widow, The, With the Frolics of Youth (J. Minshull)","Sprightly Widow, The, With the Frolics of Youth (J. Minshull)",http://library.tufts.edu:80/record=b1331602~S1,"Sprightly Widow, The, With the Frolics of Youth (J. Minshull)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 189;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF418,"Misfortunes of Anger, The (Anon.)","Misfortunes of Anger, The (Anon.)",http://library.tufts.edu:80/record=b1331603~S1,"Misfortunes of Anger, The (Anon.)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 190;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF419,"Morning Visitors, or A Trip to Quebec (Anon.)","Morning Visitors, or A Trip to Quebec (Anon.)",http://library.tufts.edu:80/record=b1331996~S1,"Morning Visitors, or A Trip to Quebec (Anon.)",Arts/Humanities,,,,"Half title.;""Imperfect: title page wanting."";"" The play also appeared in The Yankee, Vol. 1, no. 19 (Portland, 1828). It is attributed by Quinn to A.B. Lindsley, with reservations --Hill, F.P. Amer. plays, 191."";""Microfiche. [New Canaan, Conn.] : Readex","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF420,"Candidates, The, or, The Humours of a Virginia Election: A Comedy in Three Acts (R. Munford)","Candidates, The, or, The Humours of a Virginia Election: A Comedy in Three Acts (R. Munford)",http://library.tufts.edu:80/record=b1332007~S1,"Candidates, The, or, The Humours of a Virginia Election: A Comedy in Three Acts (R. Munford)",Arts/Humanities,,,,"Half title.;""Detached from: A collection of plays and poems / by Robert Munford."";""Hill, F.P. Amer. plays, 193"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-18","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF421,"Patriots, The (R. Munford)","Patriots, The (R. Munford)",http://library.tufts.edu:80/record=b1332012~S1,"Patriots, The (R. Munford)",Arts/Humanities,,,,"Half title.;""Detached from: A collection of plays and poems / by Robert Munford."";""Hill, F.P. Amer. plays, 193"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-18","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF422,Almoran and Hamet: A Tragedy Founded on an Eastern Tale of That Name (W. Munford),Almoran and Hamet: A Tragedy Founded on an Eastern Tale of That Name (W. Munford),http://library.tufts.edu:80/record=b1332063~S1,Almoran and Hamet: A Tragedy Founded on an Eastern Tale of That Name (W. Munford),Arts/Humanities,,,,"Based on: Almoran and Hamet / John Hawkesworth.;""Caption title."";""Detached from: Poems and compositions in prose on several occasions / by William Munford."";""Hill, F.P. Amer. plays, 194"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : n","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF423,"Beau Metamorphized, The, or, The Generous Maid: An After-Piece in Two Acts (J. Murdock)","Beau Metamorphized, The, or, The Generous Maid: An After-Piece in Two Acts (J. Murdock)",http://library.tufts.edu:80/record=b1332064~S1,"Beau Metamorphized, The, or, The Generous Maid: An After-Piece in Two Acts (J. Murdock)",Arts/Humanities,,,,"Rejected by the manager of the new theatre when offered to them for performance. ;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF424,"Politicians, The, or A State of Things (J. Murdock)","Politicians, The, or A State of Things (J. Murdock)",http://library.tufts.edu:80/record=b1332147~S1,"Politicians, The, or A State of Things (J. Murdock)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 196;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF425,"Triumphs of Love, The, or Happy Reconciliation (J. Murdock)","Triumphs of Love, The, or Happy Reconciliation (J. Murdock)",http://library.tufts.edu:80/record=b1332009~S1,"Triumphs of Love, The, or Happy Reconciliation (J. Murdock)",Arts/Humanities,,,,"Acted at the New Theatre, Philadelphia. ;""Hill, F.P. Amer. plays, 197"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF426,"Traveller Returned, The (J.S. Murray)","Traveller Returned, The (J.S. Murray)",http://library.tufts.edu:80/record=b1332148~S1,"Traveller Returned, The (J.S. Murray)",Arts/Humanities,,,,"Caption title.;""Detached from: The gleaner : a miscellaneous production in three volumes / by Constantia. Vol. 3."";""Hill, F.P. Amer. plays, 198"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and A","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF427,Virtue Triumphant (J.S. Murray),Virtue Triumphant (J.S. Murray),http://library.tufts.edu:80/record=b1332150~S1,Virtue Triumphant (J.S. Murray),Arts/Humanities,,,,"Caption title.;""Detached from: The gleaner : a miscellaneous production in three volumes / by Constantia. Vol. 3."";""Hill, F.P. Amer. plays, 198"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and A","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF428,Nature and Philosophy (J.S. Murray) 1821,Nature and Philosophy (J.S. Murray) 1821,http://library.tufts.edu:80/record=b1332151~S1,Nature and Philosophy (J.S. Murray) 1821,Arts/Humanities,,,,"Includes untitled airs without music.;"" The author has added one scene and freely translated, and altered the rest from a comic opera, written by Duport, of Paris, and performed there for the first time in 1818 --Pref."";"" Played at the Park Theater, New Y","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF429,Nature and Philosophy (J.S. Murray) 1830,Nature and Philosophy (J.S. Murray) 1830,http://library.tufts.edu:80/record=b1333096~S1,Nature and Philosophy (J.S. Murray) 1830,Arts/Humanities,,,,"Includes untitled airs without music.;"" As now performed at the New-York theatres. "";"" The author has added one scene and freely translated, and altered the rest from a French comic opera, written by Duport, of Paris, and performed there for the first tim","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF430,Otho (J. Neal),Otho (J. Neal),http://library.tufts.edu:80/record=b1331988~S1,Otho (J. Neal),Arts/Humanities,,,,"Hill, F.P. Amer. plays, 200;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 2 microfiches : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF431,"Essex Junto, The, or, Quixotic Guardian: A Comedy in Four Acts (J.H. Nichols)","Essex Junto, The, or, Quixotic Guardian: A Comedy in Four Acts (J.H. Nichols)",http://library.tufts.edu:80/record=b1331989~S1,"Essex Junto, The, or, Quixotic Guardian: A Comedy in Four Acts (J.H. Nichols)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 202;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF432,"Jefferson and Liberty, or, Celebration of the Fourth of March: A Patriotic Tragedy (J.H. Nichols)","Jefferson and Liberty, or, Celebration of the Fourth of March: A Patriotic Tragedy (J.H. Nichols)",http://library.tufts.edu:80/record=b1331990~S1,"Jefferson and Liberty, or, Celebration of the Fourth of March: A Patriotic Tragedy (J.H. Nichols)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 203;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF433,New England Coquette (J.H. Nichols),New England Coquette (J.H. Nichols),http://library.tufts.edu:80/record=b1332059~S1,New England Coquette (J.H. Nichols),Arts/Humanities,,,,"Based on: The coquette / Hannah Webster Foster.;""Hill, F.P. Amer. plays, 204"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF434,"Night Watch, The, or Pirate's Den (Gentleman of Boston)","Night Watch, The, or Pirate's Den (Gentleman of Boston)",http://library.tufts.edu:80/record=b1331991~S1,"Night Watch, The, or Pirate's Den (Gentleman of Boston)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 205;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF435,Fortress of Sorrento: A Petit Historical Drama in Two Acts (M.M. Noah),Fortress of Sorrento: A Petit Historical Drama in Two Acts (M.M. Noah),http://library.tufts.edu:80/record=b1332060~S1,Fortress of Sorrento: A Petit Historical Drama in Two Acts (M.M. Noah),Arts/Humanities,,,,"The leading features of the following drama are taken from the French opera of Leonora [by Bouilly] --p. [3];""Adapted by M.M. Noah. Cf. Hill, F.P. Amer. plays, 206."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three cen","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF436,"Grecian Captive, The, or, The Fall of Athens (M.M. Noah)","Grecian Captive, The, or, The Fall of Athens (M.M. Noah)",http://library.tufts.edu:80/record=b1332058~S1,"Grecian Captive, The, or, The Fall of Athens (M.M. Noah)",Arts/Humanities,,,,"As performed at the New-York Theatre. ;""First played at Park Theater, New York, June 17, 1822, for the benefit of Mr. Phillips, a relative of the author. Cf. Hill, F.P. Amer. plays, 207."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF437,"Marion, or The Hero of Lake George (M.M. Noah)","Marion, or The Hero of Lake George (M.M. Noah)",http://library.tufts.edu:80/record=b1332055~S1,"Marion, or The Hero of Lake George (M.M. Noah)",Arts/Humanities,,,,"First played at Park Theater, New York, November 25, 1821. Cf. Hill, F.P. Amer. plays, 208.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF438,"She Would Be a Soldier, or The Plains of Chippewa (M.M. Noah)","She Would Be a Soldier, or The Plains of Chippewa (M.M. Noah)",http://library.tufts.edu:80/record=b1332054~S1,"She Would Be a Soldier, or The Plains of Chippewa (M.M. Noah)",Arts/Humanities,,,,"Performed for the first time on the 21st of June, 1819. ;""First played at Park Theater. Cf. Hill, F.P. Amer. plays, 209."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
