FileName,"Error","NameError","TemplateField.Name","DocumentField.Name","RegonitionTypeError","TemplateField.RecognitionFieldType","DocumentField.RecognitionFieldType","FormFieldGroupError","TemplateField.FormFieldGroup","DocumentField.FormFieldGroup","LabelAreaError","TemplateField.LabelArea","DocumentField.LabelArea","LabelTextError","TemplateField.LabelText","DocumentField.LabelText","DataAreaError","TemplateField.DataArea","DocumentField.DataArea","DataTextError","TemplateField.DataText","DocumentField.DataText","DocumentField.Validation"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48348R~PO# DPPW10516200~KING ENGINEERING ASSOCIATES INC~02_15_2011~$3,932.48~_4_008.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=150,Y=385,Width=196,Height=50}","{X=0,Y=0,Width=0,Height=0}","","~2/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48348R~PO# DPPW10516200~KING ENGINEERING ASSOCIATES INC~02_15_2011~$3,932.48~_4_008.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=511,Y=1140,Width=273,Height=38}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=787,Y=1140,Width=289,Height=38}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516200","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48348R~PO# DPPW10516200~KING ENGINEERING ASSOCIATES INC~02_15_2011~$3,932.48~_4_008.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=674,Y=1323,Width=435,Height=53}","{X=686,Y=1333,Width=392,Height=28}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1461,Y=1327,Width=289,Height=49}","{X=1466,Y=1317,Width=265,Height=58}","DIFF","~$3,932.48","~53,9329 .49","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48349~PO# DPPW10516212~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,174.10~_4_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1293,Y=577,Width=163,Height=38}","{X=1300,Y=582,Width=172,Height=50}","DIFF","Invoice #","Invoice Q","DIFF","{X=1451,Y=577,Width=160,Height=38}","{X=1508,Y=562,Width=152,Height=70}","DIFF","~K48349","~83493","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48349~PO# DPPW10516212~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,174.10~_4_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=142,Y=382,Width=180,Height=58}","{X=0,Y=0,Width=0,Height=0}","","~2/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48349~PO# DPPW10516212~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,174.10~_4_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=504,Y=1134,Width=269,Height=42}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=781,Y=1134,Width=293,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516212","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48349~PO# DPPW10516212~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,174.10~_4_001.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=663,Y=1317,Width=428,Height=46}","{X=678,Y=1330,Width=390,Height=28}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1443,Y=1317,Width=192,Height=46}","{X=1459,Y=1328,Width=167,Height=34}","DIFF","~$4,174.10","~64;174.10","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48349~PO# DPPW10516212~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,174.10~_4_008.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1302,Y=556,Width=163,Height=53}","{X=1306,Y=568,Width=288,Height=28}","DIFF","Invoice #","Invoice # K48349","DIFF","{X=1460,Y=560,Width=147,Height=45}","{X=0,Y=0,Width=0,Height=0}","ERROR","~K48349","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48349~PO# DPPW10516212~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,174.10~_4_008.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=142,Y=361,Width=183,Height=54}","{X=0,Y=0,Width=0,Height=0}","","~2/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48349~PO# DPPW10516212~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,174.10~_4_008.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=503,Y=1115,Width=277,Height=38}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=783,Y=1111,Width=289,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516212","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48349~PO# DPPW10516212~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,174.10~_4_008.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=665,Y=1302,Width=419,Height=46}","{X=680,Y=1308,Width=392,Height=30}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1448,Y=1302,Width=183,Height=41}","{X=1462,Y=1308,Width=186,Height=36}","DIFF","~$4,174.10","~$4,174.101","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48565~PO# DPPW09516112~KING ENGINEERING ASSOCIATES INC~03_18_2011~$27,780.95~_3_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1419,Y=595,Width=170,Height=49}","{X=0,Y=0,Width=0,Height=0}","","Invoice #","","","{X=1592,Y=595,Width=161,Height=53}","{X=0,Y=0,Width=0,Height=0}","","~K48565","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48565~PO# DPPW09516112~KING ENGINEERING ASSOCIATES INC~03_18_2011~$27,780.95~_3_001.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=727,Y=1423,Width=476,Height=57}","{X=740,Y=1435,Width=436,Height=32}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1571,Y=1423,Width=255,Height=57}","{X=1604,Y=1435,Width=210,Height=38}","","~$27,780.95","~$27,780.95","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48565~PO# DPPW09516112~KING ENGINEERING ASSOCIATES INC~03_18_2011~$27,780.95~_3_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=149,Y=426,Width=182,Height=49}","{X=0,Y=0,Width=0,Height=0}","","~3/18/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48565~PO# DPPW09516112~KING ENGINEERING ASSOCIATES INC~03_18_2011~$27,780.95~_3_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=539,Y=1206,Width=314,Height=53}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=852,Y=1210,Width=327,Height=49}","{X=0,Y=0,Width=0,Height=0}","","~DPPW09516112","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48610~PO# DPPW10516195~KING ENGINEERING ASSOCIATES INC~03_18_2011~$3,048.04~_3_001.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1282,Y=587,Width=145,Height=53}","{X=1288,Y=599,Width=94,Height=28}","DIFF","Invoice #","Invoic","DIFF","{X=1430,Y=595,Width=150,Height=41}","{X=0,Y=0,Width=0,Height=0}","ERROR","~K48610","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48610~PO# DPPW10516195~KING ENGINEERING ASSOCIATES INC~03_18_2011~$3,048.04~_3_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=149,Y=394,Width=173,Height=49}","{X=0,Y=0,Width=0,Height=0}","","~3/18/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48610~PO# DPPW10516195~KING ENGINEERING ASSOCIATES INC~03_18_2011~$3,048.04~_3_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=494,Y=1145,Width=278,Height=45}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=767,Y=1145,Width=287,Height=45}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516195","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48610~PO# DPPW10516195~KING ENGINEERING ASSOCIATES INC~03_18_2011~$3,048.04~_3_001.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=663,Y=1338,Width=411,Height=45}","{X=672,Y=1345,Width=386,Height=28}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1426,Y=1338,Width=190,Height=45}","{X=1442,Y=1345,Width=166,Height=34}","","~$3,048.04","~$3,048.04","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_002.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1098,Y=1341,Width=171,Height=50}","{X=0,Y=0,Width=0,Height=0}","","Invoice #","","","{X=1273,Y=1337,Width=146,Height=50}","{X=0,Y=0,Width=0,Height=0}","","~K48629","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_002.tif","Field Error","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=243,Y=1936,Width=728,Height=34}","{X=243,Y=1936,Width=728,Height=34}","","TOTAL AMOUNT DUE THIS INVOICE:","TOTAL AMOUNT DUE THIS INVOICE:","DIFF","{X=1574,Y=1933,Width=180,Height=32}","{X=0,Y=0,Width=0,Height=0}","ERROR","~$2.047.54","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_002.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=235,Y=527,Width=200,Height=70}","{X=0,Y=0,Width=0,Height=0}","","~3/16/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_002.tif","Field Error","","Purchase Order","Purchase Order","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=535,Y=1070,Width=123,Height=58}","{X=535,Y=1080,Width=424,Height=29}","DIFF","PO No.","PO No. DPWA11676025","ERROR EMPTY","{X=669,Y=1070,Width=305,Height=45}","{X=533,Y=1133,Width=528,Height=30}","DIFF","~DPWA11676025","~Contract No. BPCW09000277","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_005.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1953,Y=417,Width=288,Height=38}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2021,Y=547,Width=265,Height=41}","{X=0,Y=0,Width=0,Height=0}","","~53-472117","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_005.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1876,Y=699,Width=122,Height=28}","{X=1882,Y=702,Width=122,Height=28}","","Date:","Date:","DIFF","{X=2039,Y=693,Width=263,Height=37}","{X=2045,Y=697,Width=263,Height=37}","","~2/19/2011","~02/19/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_005.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1539,Y=2921,Width=455,Height=37}","{X=0,Y=0,Width=0,Height=0}","","Total Amount Due","","","{X=2216,Y=2933,Width=163,Height=66}","{X=0,Y=0,Width=0,Height=0}","","~$0.20","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_006.tif","ERROR no document field","","Invoice Date","","","Date","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1852,Y=700,Width=122,Height=33}","{X=0,Y=0,Width=0,Height=0}","","Date:","","","{X=2011,Y=699,Width=263,Height=39}","{X=0,Y=0,Width=0,Height=0}","","~1/22/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_006.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1928,Y=417,Width=273,Height=58}","{X=0,Y=0,Width=0,Height=0}","","Invoice Number","","","{X=1997,Y=559,Width=248,Height=54}","{X=0,Y=0,Width=0,Height=0}","","~53-467067","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_006.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1499,Y=2901,Width=446,Height=65}","{X=0,Y=0,Width=0,Height=0}","","TOTAL AMOUNT DUE","","","{X=2175,Y=2937,Width=155,Height=54}","{X=0,Y=0,Width=0,Height=0}","","~$0.19","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_007.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=1534,Y=2989,Width=448,Height=34}","{X=1534,Y=2989,Width=448,Height=34}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=2239,Y=3009,Width=175,Height=62}","{X=2254,Y=3025,Width=132,Height=39}","","~$0 . 15","~$0 . 15","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_007.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1971,Y=357,Width=297,Height=33}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=2059,Y=500,Width=243,Height=30}","{X=0,Y=0,Width=0,Height=0}","","~53-470192","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48629~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~03_16_2011~$2,047.54~_3_007.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1887,Y=649,Width=130,Height=31}","{X=1887,Y=649,Width=130,Height=31}","","Date:","Date:","DIFF","{X=2048,Y=637,Width=301,Height=53}","{X=2059,Y=641,Width=273,Height=43}","","~2/5/2011","~02/05/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48650~PO# DPPW10516048~KING ENGINEERING ASSOCIATES INC~03_18_2011~$8,873.41~_3_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1431,Y=651,Width=183,Height=37}","{X=0,Y=0,Width=0,Height=0}","","Invoice #","","","{X=1613,Y=655,Width=146,Height=37}","{X=0,Y=0,Width=0,Height=0}","","~K48650","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48650~PO# DPPW10516048~KING ENGINEERING ASSOCIATES INC~03_18_2011~$8,873.41~_3_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=145,Y=424,Width=208,Height=54}","{X=0,Y=0,Width=0,Height=0}","","~3/18/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48650~PO# DPPW10516048~KING ENGINEERING ASSOCIATES INC~03_18_2011~$8,873.41~_3_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=550,Y=1269,Width=304,Height=41}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=849,Y=1265,Width=360,Height=49}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516048 ","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48650~PO# DPPW10516048~KING ENGINEERING ASSOCIATES INC~03_18_2011~$8,873.41~_3_001.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=727,Y=1483,Width=474,Height=42}","{X=744,Y=1487,Width=442,Height=32}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1588,Y=1483,Width=224,Height=38}","{X=1618,Y=1487,Width=184,Height=38}","","~$8,873.41","~$8,873.41","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48650~PO# DPPW10516048~KING ENGINEERING ASSOCIATES INC~03_18_2011~$8,873.41~_3_005.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2200,Y=344,Width=187,Height=42}","{X=2222,Y=353,Width=141,Height=26}","","Invoice #","Invoice #","DIFF","{X=2252,Y=417,Width=86,Height=54}","{X=2270,Y=425,Width=48,Height=28}","","~158","~158","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48650~PO# DPPW10516048~KING ENGINEERING ASSOCIATES INC~03_18_2011~$8,873.41~_3_005.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1960,Y=353,Width=74,Height=28}","{X=1960,Y=353,Width=74,Height=28}","","Date","Date","DIFF","{X=1928,Y=427,Width=142,Height=28}","{X=1946,Y=427,Width=124,Height=28}","DIFF","~11/3/2010","~1/3/2010","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48650~PO# DPPW10516048~KING ENGINEERING ASSOCIATES INC~03_18_2011~$8,873.41~_3_005.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=818,Y=2532,Width=309,Height=66}","{X=0,Y=0,Width=0,Height=0}","","~K48650","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48650~PO# DPPW10516048~KING ENGINEERING ASSOCIATES INC~03_18_2011~$8,873.41~_3_005.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1750,Y=2913,Width=183,Height=70}","{X=1765,Y=2921,Width=147,Height=46}","","Total","Total","DIFF","{X=2232,Y=2909,Width=171,Height=53}","{X=2248,Y=2929,Width=176,Height=32}","DIFF","~$4,449.90 ","~$4,449.90 \","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48764~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~07_07_2011~$2,408.00~_001.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1428,Y=632,Width=170,Height=45}","{X=1438,Y=639,Width=130,Height=31}","DIFF","Invoice #","Invoice","DIFF","{X=1601,Y=640,Width=178,Height=37}","{X=0,Y=0,Width=0,Height=0}","ERROR","~K48764","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48764~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~07_07_2011~$2,408.00~_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=157,Y=414,Width=194,Height=66}","{X=0,Y=0,Width=0,Height=0}","","~4/13/2011","~","Unvalidated"
